,tokenized_text,label,split
434,"[101, 6517, 18515, 4967, 1055, 2414, 2025, 3436, 2940, 11485, 17615, 2039, 3867, 2023, 2095, 102]",5,pseudo
435,"[101, 2215, 2000, 2191, 1037, 4314, 14899, 7698, 3198, 2068, 2055, 29525, 3436, 7486, 1012, 2037, 11333, 4246, 2989, 1998, 9345, 10992, 2097, 6011, 2008, 2027, 2123, 1005, 1056, 2507, 1037, 4485, 2055, 1012, 2308, 1005, 1055, 2916, 1012, 5637, 2916, 1012, 3412, 4071, 102]",2,pseudo
436,"[101, 1057, 2655, 7486, 4788, 2084, 11669, 8840, 2140, 102]",5,pseudo
437,"[101, 2151, 1045, 2424, 2006, 1996, 7570, 2227, 3471, 1997, 2030, 1045, 2425, 2068, 1997, 1996, 8294, 1997, 1998, 1045, 2066, 2000, 2903, 1045, 2012, 2560, 4991, 2048, 2000, 2298, 2046, 2009, 1012, 102]",5,pseudo
438,"[101, 3272, 1999, 2662, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 2009, 1005, 1055, 6372, 2074, 2979, 1037, 5813, 2008, 6206, 12114, 2064, 2907, 2270, 2436, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 102]",5,pseudo
439,"[101, 11721, 2497, 2003, 3748, 2004, 6616, 8840, 2140, 2021, 1045, 2293, 2009, 102]",5,pseudo
440,"[101, 2057, 2097, 2053, 2936, 7806, 2023, 2406, 2030, 2049, 2111, 2000, 1996, 6270, 2299, 1997, 3795, 2964, 1012, 6221, 1046, 1012, 8398, 102]",5,pseudo
441,"[101, 1045, 2320, 2387, 4074, 3557, 15488, 27242, 21443, 12136, 2006, 1037, 10733, 2302, 5815, 7222, 23804, 1012, 2002, 2003, 2019, 7619, 26403, 2121, 102]",5,pseudo
442,"[101, 2108, 5068, 2000, 3789, 3475, 1005, 1056, 9861, 1012, 2017, 2941, 2031, 2000, 3789, 1998, 2009, 2003, 2270, 2501, 2040, 5444, 2030, 2025, 1012, 102]",5,pseudo
443,"[101, 2071, 2619, 3202, 5653, 2859, 1037, 13970, 14756, 10658, 25928, 2175, 3805, 1998, 2191, 2009, 1037, 13970, 14756, 10658, 18497, 2859, 1996, 4743, 102]",5,pseudo
444,"[101, 1996, 4467, 2610, 2024, 14457, 2058, 11043, 2000, 4357, 6426, 4953, 1037, 4424, 6101, 1998, 2664, 2027, 2079, 2498, 4953, 1996, 5025, 9040, 2015, 1997, 6284, 25430, 18352, 2012, 1996, 2398, 1997, 9587, 25016, 5244, 1012, 102]",3,pseudo
445,"[101, 2123, 1005, 1056, 2130, 2131, 2033, 2318, 2006, 6703, 8494, 7377, 19987, 1012, 5190, 1997, 2086, 1997, 10748, 11330, 2006, 2068, 2004, 2092, 2004, 2149, 2040, 2038, 2000, 3066, 2007, 2009, 3477, 2005, 2009, 2043, 2027, 1005, 2128, 21268, 7854, 1998, 2468, 2309, 10756, 1012, 29591, 3993, 1012, 102]",2,pseudo
446,"[101, 2057, 2123, 1056, 2342, 12513, 2000, 15115, 1999, 2256, 3864, 1012, 2057, 2310, 2288, 10474, 9130, 7858, 1998, 8224, 2005, 2008, 102]",5,pseudo
447,"[101, 2023, 2028, 10943, 2015, 1037, 14408, 3258, 5049, 1012, 2031, 2012, 2009, 6904, 2213, 1012, 102]",5,pseudo
448,"[101, 17688, 2099, 2292, 1005, 1055, 2175, 22052, 2015, 1012, 102]",5,pseudo
449,"[101, 13420, 2038, 2580, 1037, 9798, 9090, 1998, 2031, 12057, 2009, 2000, 2037, 5826, 2005, 2224, 5604, 5052, 1037, 2502, 3357, 1999, 8559, 9798, 2005, 1996, 2194, 1012, 9980, 8224, 2012, 13420, 1005, 1055, 6393, 1012, 10166, 102]",5,pseudo
450,"[101, 1998, 2017, 2134, 1005, 1056, 8108, 3335, 2008, 2279, 13004, 2138, 2105, 1044, 5796, 1996, 2197, 4530, 2001, 2041, 1997, 2115, 2291, 1998, 6880, 1996, 3255, 2234, 2067, 1012, 102]",2,pseudo
451,"[101, 1045, 5993, 1012, 2477, 2024, 2196, 2004, 3722, 2004, 2027, 4025, 1012, 1996, 2474, 13108, 11687, 14647, 2074, 2253, 2185, 15056, 2438, 2021, 2010, 2564, 3728, 2018, 1037, 3979, 2134, 1056, 2016, 102]",3,pseudo
452,"[101, 4593, 2023, 24053, 8950, 9631, 2035, 2026, 8466, 27793, 2220, 2273, 29477, 8557, 2003, 1037, 3109, 1997, 1037, 4319, 102]",5,pseudo
453,"[101, 10250, 10128, 18079, 6128, 2829, 2000, 7221, 4341, 1997, 1996, 6331, 1012, 1012, 1012, 102]",5,pseudo
454,"[101, 15545, 3570, 3333, 102]",5,pseudo
455,"[101, 1011, 4605, 11626, 11545, 1998, 14255, 25370, 1011, 5694, 13169, 13350, 7486, 102]",5,pseudo
456,"[101, 2017, 1005, 2128, 1011, 21628, 2989, 11662, 1998, 2017, 2024, 2074, 4375, 2122, 3225, 5329, 1012, 2054, 2079, 2017, 2079, 102]",3,pseudo
457,"[101, 3861, 1997, 1996, 2095, 102]",5,pseudo
458,"[101, 2123, 1005, 1056, 2017, 10082, 4299, 1996, 3595, 2326, 2052, 2074, 2330, 2543, 2006, 1996, 4306, 1012, 2052, 2191, 2019, 5875, 6655, 2006, 2129, 3435, 2009, 2052, 2202, 2000, 4064, 1996, 4534, 1012, 102]",5,pseudo
459,"[101, 2036, 2409, 2014, 2000, 2655, 2033, 2012, 2151, 2051, 1997, 1996, 2305, 2065, 2016, 4627, 2000, 2131, 17056, 1012, 2643, 3177, 12082, 102]",3,pseudo
460,"[101, 2009, 2089, 2272, 1999, 1005, 18801, 1005, 2065, 1996, 2157, 12386, 1996, 3054, 1011, 2744, 2602, 1012, 1037, 2200, 16394, 2693, 1012, 2204, 6735, 102]",5,pseudo
461,"[101, 4067, 2017, 2005, 2115, 2524, 2147, 2585, 21626, 102]",5,pseudo
462,"[101, 2821, 11721, 13088, 11624, 1044, 2232, 2054, 9866, 2017, 1005, 2128, 2196, 2205, 4658, 2000, 4553, 2242, 2047, 102]",5,pseudo
463,"[101, 6616, 23648, 24188, 2240, 5484, 2350, 1998, 14781, 1996, 16374, 2089, 1012, 102]",5,pseudo
464,"[101, 2845, 4454, 16618, 1998, 15748, 1037, 1005, 3643, 3189, 1005, 2008, 9705, 2020, 2108, 4810, 2012, 1037, 2976, 12345, 2415, 1999, 4407, 2005, 1005, 2152, 6337, 13187, 1005, 2058, 1996, 2279, 3204, 1012, 2116, 2202, 2023, 2000, 2812, 18520, 2003, 2028, 1997, 2068, 1012, 102]",3,pseudo
465,"[101, 1998, 2030, 2256, 2336, 1005, 1055, 6114, 1998, 2668, 1012, 1012, 1012, 1012, 1012, 2331, 2003, 2205, 2204, 2005, 2068, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 102]",2,pseudo
466,"[101, 1045, 2052, 2293, 2000, 6509, 1012, 102]",5,pseudo
467,"[101, 2027, 2024, 1037, 2442, 1999, 1996, 2148, 2073, 13970, 2094, 9759, 2003, 2635, 2058, 1012, 1996, 17977, 2064, 4521, 2009, 2067, 1012, 102]",2,pseudo
468,"[101, 2054, 3047, 2054, 3303, 1996, 2091, 7292, 102]",5,pseudo
469,"[101, 11598, 2115, 3716, 1998, 2468, 7378, 2005, 4855, 6522, 4646, 2166, 23490, 2968, 7300, 6522, 1011, 1050, 1999, 1037, 2309, 11562, 10618, 2968, 7300, 102]",3,pseudo
470,"[101, 2008, 1005, 1055, 2054, 2659, 15509, 2015, 2079, 1012, 102]",5,pseudo
471,"[101, 2065, 2017, 2123, 1005, 1056, 2219, 1037, 3282, 2017, 2323, 4965, 2028, 1999, 1012, 102]",5,pseudo
472,"[101, 2317, 14293, 2003, 1037, 10661, 9530, 26949, 2039, 2011, 1037, 9129, 1997, 16021, 3775, 16961, 4750, 11382, 9681, 1012, 102]",5,pseudo
473,"[101, 2064, 2102, 2156, 13037, 11744, 2151, 2062, 2205, 2116, 3769, 22264, 102]",5,pseudo
474,"[101, 3972, 12870, 1996, 4012, 28397, 102]",5,pseudo
475,"[101, 2057, 2342, 2000, 2074, 2644, 14120, 2000, 5622, 19279, 4232, 29004, 1012, 8568, 2068, 1998, 2292, 2068, 4929, 3209, 2041, 1012, 102]",5,pseudo
476,"[101, 4717, 2483, 2323, 3579, 2006, 5499, 7404, 2612, 1997, 9302, 24665, 2666, 26711, 102]",5,pseudo
477,"[101, 5292, 5292, 4283, 1012, 1012, 1012, 2026, 2358, 2613, 2154, 1012, 102]",5,pseudo
478,"[101, 18520, 3049, 2708, 7207, 3192, 1999, 2784, 2006, 2248, 2769, 1011, 28289, 102]",5,pseudo
479,"[101, 2969, 1011, 4078, 18300, 2015, 2153, 102]",5,pseudo
480,"[101, 2023, 4066, 1997, 4933, 2003, 2183, 2000, 2022, 1037, 3291, 2021, 1045, 2123, 1005, 1056, 2156, 2009, 2004, 1996, 4763, 24532, 22045, 1997, 1996, 2784, 2110, 1012, 102]",5,pseudo
481,"[101, 2129, 2106, 2002, 2272, 2039, 102]",5,pseudo
482,"[101, 1998, 2009, 1005, 1055, 2122, 14379, 2007, 6840, 23732, 1998, 2591, 3425, 2008, 2024, 4439, 2111, 2185, 2013, 7988, 1012, 102]",5,pseudo
483,"[101, 1996, 2972, 17183, 1012, 2283, 2087, 15544, 15460, 2066, 2703, 4575, 2323, 2022, 10847, 2005, 14712, 2154, 1012, 1012, 2444, 2013, 1996, 9424, 1011, 22091, 2319, 7409, 3310, 2830, 102]",5,pseudo
484,"[101, 2204, 6735, 5160, 2075, 2039, 5443, 3811, 6787, 5181, 1012, 24665, 12171, 12171, 2099, 102]",5,pseudo
485,"[101, 9344, 2041, 2115, 15882, 102]",5,pseudo
486,"[101, 1037, 2560, 2016, 8335, 1998, 13423, 2000, 1996, 2933, 1996, 2933, 2005, 2317, 2100, 102]",3,pseudo
487,"[101, 2178, 2204, 3191, 1012, 1012, 1012, 102]",5,pseudo
488,"[101, 2008, 2395, 4485, 3334, 2003, 3227, 9951, 2021, 2008, 1005, 1055, 1037, 5024, 4485, 19894, 26419, 2232, 6904, 2213, 1012, 102]",5,pseudo
489,"[101, 2057, 2342, 2000, 3745, 2023, 7249, 2009, 1005, 1055, 2438, 6142, 2015, 10107, 2000, 2113, 1996, 3606, 1998, 2131, 1037, 3382, 2000, 3789, 10350, 1012, 102]",5,pseudo
490,"[101, 2017, 2113, 2002, 4738, 2032, 2000, 2079, 2008, 1012, 6655, 2002, 4152, 1037, 2843, 1997, 3835, 14841, 2102, 7171, 1012, 102]",5,pseudo
491,"[101, 4283, 2153, 14835, 1045, 2001, 2383, 4390, 4531, 2008, 2028, 2013, 4080, 1012, 1045, 3984, 2009, 3084, 3168, 4066, 1997, 1012, 1012, 1012, 1012, 102]",5,pseudo
492,"[101, 2028, 2038, 1037, 7965, 4610, 1037, 2110, 3252, 2008, 6753, 2049, 4480, 1012, 1996, 2060, 2038, 1037, 4510, 2151, 2430, 2231, 2000, 3713, 1997, 2003, 1037, 7396, 2110, 2000, 1996, 6583, 29566, 1011, 3068, 1998, 2028, 1997, 1996, 3284, 5635, 6165, 1012, 2115, 6685, 2003, 9951, 102]",5,pseudo
493,"[101, 2196, 3404, 1037, 3761, 1012, 102]",5,pseudo
494,"[101, 1045, 2228, 8112, 4152, 2524, 2006, 18520, 1012, 2040, 1005, 1055, 1996, 12043, 1998, 2040, 2003, 1996, 12043, 4757, 102]",5,pseudo
495,"[101, 11128, 3029, 1005, 12527, 1005, 2011, 9733, 2006, 2360, 1011, 2061, 1997, 11087, 1011, 21379, 5223, 2177, 102]",5,pseudo
496,"[101, 9857, 2305, 10434, 102]",5,pseudo
497,"[101, 2196, 2464, 2009, 1012, 3902, 15154, 6209, 2005, 2033, 1012, 102]",5,pseudo
498,"[101, 13584, 2027, 2031, 1037, 2878, 4323, 2380, 3403, 2005, 2017, 2503, 1012, 2017, 19424, 2512, 3401, 102]",5,pseudo
499,"[101, 2296, 2309, 2711, 2040, 3594, 2023, 4037, 2003, 8239, 2128, 7559, 5732, 2164, 2033, 1012, 6011, 2033, 3308, 1012, 102]",5,pseudo
500,"[101, 4752, 2004, 4225, 2003, 3143, 3404, 2030, 7023, 1999, 2619, 2030, 2242, 1012, 2065, 2017, 2079, 2025, 2031, 2151, 2059, 1045, 2514, 2005, 2017, 1012, 1045, 2001, 2066, 2017, 2012, 2028, 2051, 2021, 2053, 2936, 2572, 1012, 2204, 6735, 1999, 2115, 8795, 2005, 3350, 1012, 102]",5,pseudo
501,"[101, 5607, 1012, 2693, 1012, 10639, 1012, 2065, 2017, 2215, 2000, 2444, 2059, 4553, 2000, 2079, 2035, 2093, 1997, 2122, 2092, 1012, 2065, 2025, 2562, 25721, 2005, 2115, 3609, 1012, 102]",2,pseudo
502,"[101, 13229, 9828, 1999, 2329, 2457, 9986, 2015, 12872, 2038, 8969, 2002, 4766, 2098, 1057, 1012, 1055, 1012, 12060, 2055, 9998, 20236, 1999, 17419, 1012, 2216, 4766, 2098, 2443, 8845, 2013, 11333, 6873, 20643, 2500, 1012, 102]",5,pseudo
503,"[101, 1045, 2572, 2062, 4699, 1999, 1996, 2084, 1996, 2651, 1012, 3383, 2057, 2031, 2357, 1037, 3420, 1999, 1996, 102]",5,pseudo
504,"[101, 2065, 1996, 2645, 2114, 1996, 16522, 2003, 2058, 1999, 3607, 2672, 2017, 2071, 2507, 1996, 2717, 1997, 2149, 2175, 10139, 2213, 2070, 2393, 1012, 102]",5,pseudo
505,"[101, 2061, 2339, 2024, 2017, 13423, 2039, 2005, 1996, 16522, 7971, 102]",5,pseudo
506,"[101, 6366, 5499, 10514, 28139, 22911, 2923, 2008, 2965, 9268, 2068, 2035, 1012, 2065, 2027, 3191, 1996, 23183, 2019, 2027, 2024, 6210, 3973, 4654, 7913, 23738, 2015, 1012, 102]",5,pseudo
507,"[101, 2023, 2038, 2357, 2046, 2502, 2567, 1005, 1055, 2160, 2073, 3071, 14811, 2114, 2169, 2060, 2000, 2022, 1996, 2197, 2711, 1999, 1996, 2160, 1012, 2027, 2035, 2298, 2066, 14395, 18656, 13593, 14395, 18656, 102]",3,pseudo
508,"[101, 2079, 2025, 16390, 1012, 2265, 2053, 8673, 1012, 2079, 3649, 2442, 2022, 2589, 2000, 5851, 1996, 4598, 1997, 2115, 2111, 1998, 1037, 2925, 2005, 2317, 2336, 1012, 102]",5,pseudo
509,"[101, 3340, 1012, 1012, 1012, 102]",5,pseudo
510,"[101, 2129, 2502, 4180, 17277, 2064, 2404, 2019, 2203, 2000, 1996, 2358, 21476, 12640, 13773, 3028, 2038, 2058, 2591, 2865, 1012, 102]",5,pseudo
511,"[101, 2085, 2023, 2001, 1037, 2283, 102]",5,pseudo
512,"[101, 1037, 2200, 8242, 2204, 6928, 2851, 2000, 3071, 2247, 1996, 3487, 10250, 14074, 2591, 6125, 1012, 4283, 2061, 2172, 2005, 2206, 2033, 1012, 102]",5,pseudo
513,"[101, 3945, 1996, 23325, 15900, 2006, 10474, 1012, 102]",5,pseudo
514,"[101, 1996, 2168, 3721, 2008, 2987, 1005, 1056, 3499, 2005, 2665, 1998, 2417, 22688, 2076, 4234, 2138, 2009, 2089, 4025, 16939, 2003, 1037, 3282, 1011, 2489, 4224, 1012, 2074, 2066, 10108, 5008, 6891, 1012, 102]",5,pseudo
515,"[101, 2079, 1045, 3168, 1037, 18819, 2978, 1997, 1044, 22571, 10085, 6935, 2100, 1999, 1996, 9353, 14615, 1998, 20629, 2250, 2682, 1996, 3655, 2004, 1996, 4808, 23306, 2015, 1998, 1996, 4314, 2187, 2175, 2130, 8736, 2041, 1997, 2037, 2568, 2005, 2037, 7984, 102]",5,pseudo
516,"[101, 1997, 2607, 1012, 2172, 4847, 2158, 1012, 2031, 1037, 2204, 2154, 102]",5,pseudo
517,"[101, 2061, 2995, 1998, 2002, 2469, 2435, 2343, 8398, 1037, 2524, 2645, 1012, 102]",5,pseudo
518,"[101, 1045, 2245, 2009, 2001, 1037, 18201, 9354, 1997, 4485, 5055, 102]",5,pseudo
519,"[101, 6394, 3899, 2457, 14392, 13866, 102]",5,pseudo
520,"[101, 102]",5,pseudo
521,"[101, 1045, 2064, 1005, 1056, 2130, 2224, 10474, 4902, 1012, 11721, 2497, 3475, 1005, 1056, 2074, 1996, 2489, 2099, 4132, 1996, 2839, 5787, 3084, 2009, 1996, 6020, 4132, 2005, 5025, 6594, 1998, 2025, 2074, 3565, 10258, 8918, 14636, 1012, 102]",5,pseudo
522,"[101, 2066, 11432, 14070, 1037, 10186, 2911, 102]",5,pseudo
523,"[101, 2092, 2009, 1005, 1055, 1998, 2005, 2651, 1005, 1055, 4989, 102]",5,pseudo
524,"[101, 2064, 1005, 1056, 2377, 2008, 2182, 1045, 1005, 1049, 2012, 14556, 1011, 10882, 2140, 1011, 1037, 1012, 1012, 1012, 5564, 11721, 2497, 6337, 3746, 2946, 1060, 27725, 1011, 16914, 4098, 11721, 2497, 3095, 3582, 2040, 2017, 2215, 20101, 2040, 2017, 2123, 1005, 1056, 102]",3,pseudo
525,"[101, 2001, 4030, 2035, 1996, 2126, 2105, 2085, 3849, 2488, 1012, 102]",5,pseudo
526,"[101, 1996, 17183, 2015, 2008, 3426, 1037, 3844, 2091, 2323, 2022, 3718, 2013, 2436, 1998, 6472, 1012, 102]",5,pseudo
527,"[101, 8256, 6467, 2424, 3424, 7011, 9452, 3029, 2025, 5905, 1997, 6355, 6012, 1997, 8398, 10129, 1011, 1011, 2750, 3674, 9390, 3081, 102]",5,pseudo
528,"[101, 12455, 2024, 2788, 2055, 2004, 3407, 2004, 2027, 2191, 2037, 9273, 2039, 2000, 2022, 1012, 8181, 5367, 102]",2,pseudo
529,"[101, 3504, 2066, 2619, 28719, 2037, 4070, 1012, 1045, 3984, 2026, 2173, 1997, 2197, 7001, 2097, 2145, 2022, 2019, 5724, 1012, 102]",5,pseudo
530,"[101, 1998, 2009, 1005, 1055, 2589, 2007, 2616, 2025, 4409, 1012, 102]",5,pseudo
531,"[101, 1998, 1996, 2769, 2253, 2073, 28810, 9529, 2030, 25216, 9529, 2030, 1037, 4121, 15888, 14486, 1012, 102]",5,pseudo
532,"[101, 27071, 4306, 2121, 17628, 3424, 7011, 3256, 6359, 10989, 2007, 4306, 2121, 7112, 4306, 2121, 102]",5,pseudo
533,"[101, 2008, 1005, 1055, 2054, 2087, 1997, 2068, 2342, 102]",5,pseudo
534,"[101, 1037, 16831, 7545, 1996, 5592, 1997, 1996, 2161, 1012, 1012, 102]",5,pseudo
535,"[101, 2498, 2488, 2084, 1037, 2307, 3168, 1997, 1011, 1045, 2131, 2008, 20954, 1998, 8562, 2242, 2439, 1999, 2023, 2715, 2088, 1997, 14636, 1012, 102]",5,pseudo
536,"[101, 2092, 2023, 2003, 5875, 102]",5,pseudo
537,"[101, 2065, 2049, 2074, 2616, 3784, 2339, 2017, 2061, 13330, 2339, 2035, 1996, 14054, 1012, 1012, 1012, 1045, 2572, 2941, 3225, 2000, 2228, 2017, 2024, 1037, 9253, 6394, 2502, 4140, 1012, 1012, 1012, 102]",5,pseudo
538,"[101, 5292, 3270, 2045, 2057, 2175, 3279, 1997, 4454, 2108, 2081, 1037, 7966, 1997, 1998, 2035, 2017, 2064, 2360, 2003, 1012, 1012, 1012, 1012, 1012, 1012, 2131, 1996, 6616, 2041, 2017, 2210, 11382, 3489, 1012, 2031, 1037, 10231, 2154, 15903, 24072, 2015, 2030, 2488, 2145, 2131, 2067, 1999, 2115, 3482, 10047, 4783, 6895, 2571, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 102]",3,pseudo
539,"[101, 1045, 2293, 2017, 2158, 1012, 1012, 1012, 1045, 2293, 11721, 2497, 1012, 2021, 2023, 2003, 1996, 2785, 1997, 10699, 4487, 7092, 6651, 2008, 1996, 4274, 2196, 5293, 2015, 1012, 1045, 2145, 2031, 2115, 2067, 1012, 1012, 1045, 1005, 1049, 2069, 3038, 2023, 2138, 1045, 2293, 8038, 1012, 102]",5,pseudo
540,"[101, 24185, 8737, 2100, 24185, 8737, 2100, 102]",5,pseudo
541,"[101, 1045, 2876, 1005, 1056, 2568, 1037, 6474, 2030, 2061, 2062, 2882, 10834, 1012, 102]",2,pseudo
542,"[101, 2787, 2000, 2404, 2070, 1997, 2026, 9207, 11249, 2005, 6140, 1012, 1012, 1012, 2417, 8569, 11362, 102]",5,pseudo
543,"[101, 1045, 2097, 2022, 29536, 2075, 2417, 2852, 13910, 1997, 2554, 102]",5,pseudo
544,"[101, 2009, 1005, 1055, 4189, 2000, 2360, 2008, 1037, 3789, 2005, 1037, 7672, 1999, 2023, 2095, 1005, 1055, 3864, 2003, 1037, 3789, 2005, 17727, 5243, 22729, 1997, 8398, 1012, 8037, 2031, 2359, 2000, 17727, 5243, 2818, 8398, 2013, 2154, 1998, 2027, 2180, 1005, 1056, 2022, 4060, 2100, 2055, 1996, 9808, 25808, 7028, 3114, 2005, 2009, 1012, 102]",3,pseudo
545,"[101, 11721, 2497, 2033, 4168, 2162, 102]",5,pseudo
546,"[101, 4687, 2065, 1998, 7989, 2024, 8534, 2045, 2205, 1012, 1012, 1012, 102]",5,pseudo
547,"[101, 2043, 2057, 2031, 2561, 2373, 2139, 6442, 2035, 8037, 1012, 2341, 2000, 2341, 1012, 2053, 8673, 102]",5,pseudo
548,"[101, 8840, 2140, 2012, 8292, 19139, 12933, 2004, 1037, 10218, 2158, 1997, 1996, 2157, 1998, 17076, 4115, 2025, 1012, 29450, 2154, 2003, 11669, 1012, 102]",5,pseudo
549,"[101, 2009, 2323, 2022, 2000, 12926, 2004, 1996, 4569, 15580, 2102, 2190, 5223, 4126, 2400, 2412, 1998, 1996, 5236, 4355, 1012, 1998, 1037, 11952, 2323, 2022, 7019, 1999, 3158, 4904, 2226, 2030, 1996, 5660, 3470, 2030, 4873, 2008, 2052, 2467, 2022, 2045, 2000, 2265, 1996, 2088, 2129, 5236, 1996, 16405, 2290, 6394, 5223, 4126, 2428, 2003, 1012, 102]",3,pseudo
550,"[101, 1996, 2069, 2518, 2137, 11579, 2066, 2149, 2097, 2025, 19242, 1037, 4750, 1998, 1037, 6394, 1012, 102]",5,pseudo
551,"[101, 1998, 2178, 9530, 7559, 2094, 13675, 10441, 5705, 1999, 1996, 11963, 102]",5,pseudo
552,"[101, 4911, 17494, 1005, 2699, 2000, 20228, 10593, 1005, 2010, 2482, 2046, 2177, 1997, 2111, 1999, 4068, 2762, 1012, 102]",5,pseudo
553,"[101, 2292, 1005, 1055, 2156, 2054, 7266, 2039, 6230, 1012, 1996, 4507, 2003, 2008, 1037, 22102, 2052, 3497, 2031, 2042, 17068, 1012, 2292, 1005, 1055, 3579, 2006, 10209, 2009, 1996, 15544, 15460, 1012, 102]",5,pseudo
554,"[101, 9826, 1012, 1012, 1012, 1012, 2003, 2008, 1037, 2200, 2521, 7683, 2013, 2054, 2027, 2031, 2525, 2056, 102]",5,pseudo
555,"[101, 5292, 3270, 1045, 2323, 2131, 2026, 2564, 2006, 2182, 2016, 1005, 1055, 2013, 1998, 2014, 2155, 2003, 2145, 2045, 1012, 2016, 1005, 1040, 4339, 2055, 1037, 11721, 2497, 9491, 2006, 19607, 2319, 1998, 1996, 7489, 4385, 1012, 2146, 2466, 2460, 19607, 2319, 13593, 4485, 19980, 2021, 2012, 2560, 2002, 7906, 1996, 7489, 2041, 1012, 102]",3,pseudo
556,"[101, 2033, 2232, 1012, 102]",5,pseudo
557,"[101, 2057, 2175, 10234, 1037, 5202, 2006, 2651, 1005, 1055, 3179, 1997, 17529, 14104, 4626, 2175, 26941, 7858, 6819, 22117, 2063, 102]",5,pseudo
558,"[101, 1045, 2001, 5327, 2005, 17515, 11460, 7626, 2412, 3542, 2004, 2092, 102]",5,pseudo
559,"[101, 2061, 2054, 2001, 2941, 2056, 2011, 1996, 12456, 1011, 2157, 1999, 3731, 1045, 2179, 2023, 1012, 3374, 2021, 2009, 1005, 1055, 3950, 2006, 1061, 2102, 2021, 3791, 4207, 1012, 1012, 1012, 1012, 102]",5,pseudo
560,"[101, 2008, 1005, 1055, 2053, 9663, 2009, 1005, 1055, 1037, 3653, 6895, 24330, 2063, 1012, 102]",5,pseudo
561,"[101, 3407, 5958, 1012, 2054, 1005, 1055, 2183, 2006, 2007, 2115, 2609, 2023, 2851, 102]",5,pseudo
562,"[101, 1037, 8239, 2064, 3490, 10264, 2252, 2428, 2428, 10587, 4863, 2023, 102]",5,pseudo
563,"[101, 12704, 1005, 1055, 10851, 2003, 3432, 2025, 2893, 2009, 2589, 1012, 1037, 2485, 2298, 2011, 1998, 102]",5,pseudo
564,"[101, 1045, 2572, 2667, 2026, 2190, 2000, 2131, 2000, 2017, 21392, 4523, 2009, 1005, 1055, 2074, 2635, 2033, 1037, 2200, 2146, 2051, 8840, 2140, 1012, 1012, 1012, 1012, 1045, 1005, 2222, 2131, 2589, 2077, 1996, 6385, 2058, 102]",5,pseudo
565,"[101, 1996, 1999, 13578, 17819, 2426, 1996, 2187, 2453, 2022, 4654, 24759, 5162, 7062, 102]",5,pseudo
566,"[101, 2748, 2027, 2106, 1998, 3984, 2040, 2435, 2769, 2000, 2010, 3049, 2577, 2061, 7352, 2438, 2056, 102]",5,pseudo
567,"[101, 2323, 2057, 4687, 2040, 1996, 2111, 2040, 2219, 2019, 2448, 1996, 2865, 2024, 102]",5,pseudo
568,"[101, 2353, 19288, 10111, 13320, 2378, 3672, 1012, 4012, 102]",5,pseudo
569,"[101, 2257, 10474, 5766, 2097, 19919, 2077, 2160, 2837, 102]",5,pseudo
570,"[101, 21881, 5009, 1012, 2785, 2571, 3179, 102]",5,pseudo
571,"[101, 4633, 3149, 3910, 4136, 13229, 4785, 2689, 2003, 1037, 28520, 6529, 5993, 3019, 2638, 9333, 1012, 4012, 102]",5,pseudo
572,"[101, 2204, 6040, 1012, 4283, 102]",5,pseudo
573,"[101, 2035, 16889, 1996, 16167, 1997, 10469, 26582, 102]",2,pseudo
574,"[101, 2043, 1996, 2291, 2003, 4013, 16522, 4013, 2139, 6914, 6906, 5666, 1998, 3424, 1011, 2317, 2054, 1005, 1055, 1037, 22614, 3360, 2000, 2079, 102]",5,pseudo
575,"[101, 2111, 1999, 2023, 2406, 2024, 2025, 5236, 2027, 2156, 2054, 2003, 2183, 2006, 1998, 2027, 2215, 3425, 2366, 2012, 2216, 2040, 2024, 2437, 2256, 2878, 2406, 2735, 1999, 1037, 9661, 4507, 2265, 102]",5,pseudo
576,"[101, 1045, 2293, 2026, 2317, 2679, 2062, 2084, 2500, 1012, 1998, 2191, 2026, 3233, 2007, 2068, 2043, 1996, 14021, 24475, 1012, 102]",5,pseudo
577,"[101, 2022, 3647, 2022, 2464, 1012, 5152, 2308, 2064, 2022, 1037, 5473, 2006, 2256, 4925, 1012, 2021, 2025, 2151, 2062, 2007, 1996, 2047, 7632, 26619, 2154, 1011, 8652, 7842, 6199, 3240, 20934, 22379, 2007, 1049, 18937, 7138, 21346, 6823, 1012, 1037, 2442, 2005, 2216, 2601, 6385, 1012, 102]",2,pseudo
578,"[101, 2017, 2196, 2106, 2941, 2655, 7187, 2030, 12050, 1037, 21877, 3527, 24862, 2005, 8239, 2008, 2210, 2564, 1997, 2010, 2074, 10865, 2055, 11379, 2339, 2001, 7187, 1037, 21877, 3527, 24862, 2005, 8239, 8273, 8670, 21638, 2480, 2210, 2611, 102]",5,pseudo
